From_Bus,To_Bus,BR_R_PU,BR_X_PU,BR_B_PU,RateA_MVA,RateB_MVA,RateC_MVA,Tap,Shift,BR_Status,ANGMIN,ANGMAX,Pij,Qij,Pji,Qji,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
1295,10,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1295,11,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
912,575,0.0107142857142912,0.00918367346939244,6.44795999988901e-05,8.9041267916,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1429,1317,0.0896258503398625,0.0809523809524632,0.000542650199999883,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1429,1317,0.0896258503398625,0.0809523809524632,0.000542650199999883,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
144,143,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
591,13,0.010983560090696,0.0103635204081531,5.6304400004592e-05,8.9623236987,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
258,259,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
925,1100,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
538,1599,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1359,1360,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
863,58,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1280,1279,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1686,308,0.031887755101983,0.0914115646263719,0.000383045799999593,13.3852886409,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
242,243,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
244,846,0.0105442176870825,0.00977891156462141,5.40521999994326e-05,8.8459298844,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
405,404,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
548,397,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
301,1214,0.00444479875283369,0.00274057539682511,1.44085999806975e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1090,1124,0.0257015306122042,0.0232142857143457,0.00015561299999689,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
889,1603,0.0458156179137323,0.0282490079365004,0.000148519399999714,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1606,998,0.0143601190476192,0.0088541666666606,4.65508000004888e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
725,726,0.0410289115646835,0.025297619047586,0.000133002399998361,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
439,728,0.0606292517007174,0.0562287414964842,0.000310800400001199,8.8459298844,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
730,1228,0.0941964285714974,0.0550595238098179,3.35160000020096e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
940,731,0.141549744899506,0.160618622447672,0.000495567200000657,8.1475669988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
126,694,0.030314625850423,0.0273809523809842,0.000208015399998374,6.6926443204,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1229,1021,0.00897108843536951,0.00524376417233274,3.19199997989017e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1309,731,0.00784970238095315,0.00458829365079249,2.79199994679402e-07,3.9282912316,0,0,1,2.78877450233251e-17,1,0,0,0,0,0,0,0,0,0,0
1220,1221,0.00784970238095315,0.00458829365079249,2.79199994679402e-07,3.9282912316,0,0,1,2.78877450233251e-17,1,0,0,0,0,0,0,0,0,0,0
1120,1226,0.00448554421768608,0.00262188208616872,1.59799981247488e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1227,1228,0.00672831632653188,0.00393282312925385,2.39400009149904e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1031,1227,0.00560693027210875,0.00327735260771122,1.99600009409551e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
36,1042,0.0147179705215289,0.0132936507936416,8.91118000083679e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1628,36,0.00567602040816546,0.00561224489795978,3.59000011940225e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1629,1038,0.00302721088435446,0.00299319727891166,1.91399976756657e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1627,1626,0.139051870748961,0.0812783446700721,4.94759999991601e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
140,251,0.00704187925170124,0.00985863095238174,8.45893999894543e-05,11.2901999841,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
636,528,0.0560728458050292,0.0345734126981499,0.000181769999999304,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
527,636,0.0170953798185965,0.0105406746031717,5.54176000022721e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
40,527,0.0273526077097429,0.0168650793650805,8.86683999965499e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
958,957,0.0197704081632755,0.0178571428571063,0.000119702199995686,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
498,958,0.0294359410430659,0.0265873015873614,0.000178223399998956,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
960,959,0.00378401360544079,0.00374149659863847,2.39600012719166e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
961,960,0.0264880952381054,0.0261904761904691,1.67580000010048e-06,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
962,961,0.0025226757369618,0.00249433106576023,1.59600006099936e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
362,54,0.0281179138322083,0.0253968253968055,0.000181592800004182,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1352,1353,0.00988520408163954,0.00892857142857078,5.98510000031638e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
657,661,0.0246173469387478,0.0151785714285517,7.9801600001872e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1663,292,0.0105442176870728,0.00952380952381613,6.3841200002912e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1663,1665,0.034190759637121,0.0210813492063796,0.000110835400001008,6.9836288561,0,0,1,3.03674948628449e-17,1,0,0,0,0,0,0,0,0,0,0
891,890,0.00941964285714843,0.0055059523809552,3.35199999312863e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
117,782,0.0109835600906973,0.00992063492063335,6.65011999956278e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
786,785,0.0211982709750775,0.013070436507915,6.87177999978417e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
793,792,0.150099206350842,0.148412698413164,9.49619999968121e-06,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
669,793,0.0100907029478521,0.00997732426303078,6.38400010188889e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1679,1179,0.00784970238095315,0.00458829365079249,2.79199994679402e-07,3.9282912316,0,0,1,2.78877450233251e-17,1,0,0,0,0,0,0,0,0,0,0
1682,1679,0.118866921768442,0.0694798752834829,4.22939999999983e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1684,1682,0.122006802721359,0.0713151927446162,4.34119999948024e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1683,1483,0.0100924744897939,0.00589923469388301,3.59200001298632e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1684,1683,0.141294642856468,0.082589285715165,5.02760000031799e-06,3.9282912316,0,0,1,-3.13737131510879e-17,1,0,0,0,0,0,0,0,0,0,0
895,482,0.00170953798185929,0.00105406746031735,5.54179996470339e-06,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
896,895,0.00567602040816546,0.00561224489795978,3.59000011940225e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
897,896,0.0208120748299398,0.0205782312924958,1.31680000237111e-06,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
899,897,0.00504535147392109,0.00498866213152048,3.19200012199872e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
78,1420,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1235,1698,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
536,1,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
86,87,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
784,118,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1146,415,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1254,224,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1255,227,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
71,192,0.0218253968257631,0.0941043083897354,2.00000016548074e-10,0.4713949478,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
968,325,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1487,96,0.000277542162698381,0.00118102855725632,5.85210000281222e-05,50.6313092069,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1559,161,0.0198306405895762,0.0122271825397001,6.42846000005193e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1648,1080,0.00781250000000336,0.00669642857142994,4.70163999892748e-05,9.3697020486,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1334,98,0.064306972789845,0.168367346938323,1.31671999987759e-05,16.4406262654,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
98,7,0.0164753401360137,0.055272108843508,0.0002859543999989,17.4590721403,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
575,1473,0.0171343537415132,0.0158907312925095,8.78347999986318e-05,8.8459298844,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
374,497,0.0382936507935494,0.0236111111110612,0.000134066600001148,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1295,100,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1295,101,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
279,583,0.000439342403628108,0.000396825396825383,2.83740018858225e-06,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
732,1510,0.0712613378684725,0.0643650793651017,0.000431459999999717,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1676,102,0.0427593537413282,0.0422789115646869,2.70540000002484e-06,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
12,739,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1300,928,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
822,1343,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1595,1068,0.0206490929705234,0.0186507936507828,0.000125022399998898,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
388,490,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
743,744,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1249,1250,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
537,16,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
151,152,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56,57,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
201,810,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
622,623,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1365,1364,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1447,1448,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1635,530,0.036242205215495,0.0223462301587269,0.000117485400000561,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1669,18,3.51473922962526,2.04081632650619,1.51999999808972e-08,0.2095088657,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1694,21,0.000683815192743775,0.000421626984126984,2.21660002353019e-06,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1694,1602,0.000683815192743775,0.000421626984126984,2.39399992096878e-06,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
472,371,0.00461309523809631,0.00416666666666714,2.79303999946023e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
470,371,0.00483276643990804,0.00436507936507932,2.92606000016349e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1614,1618,0.0358560090702489,0.0938775510203248,7.34179999994922e-06,16.4406262654,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1616,1614,0.00878684807256901,0.00793650793651259,5.32010000000582e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1616,1614,0.00878684807256901,0.00793650793651259,5.32010000000582e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
227,1616,6.82043650793651e-07,2.94075963718821e-06,7.99773260951042e-08,37.711595823,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1618,1619,0.00790816326531134,0.0071428571428538,4.78807999968467e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1618,1619,0.00790816326531134,0.0071428571428538,4.78807999968467e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1222,1223,0.00897108843536951,0.00524376417233274,3.19199997989017e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1231,1222,0.00897108843536951,0.00524376417233274,3.19199997989017e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1224,832,0.0897108843534129,0.0524376417234863,3.19219999944664e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1020,1224,0.0112138605442207,0.00655470521541095,3.99000001038985e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1226,1620,0.00448554421768608,0.00262188208616872,1.59799981247488e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
853,34,0.0620393990926483,0.0349348072561479,0.000183898199999533,6.7508412276,0,0,1,2.75510277226269e-17,1,0,0,0,0,0,0,0,0,0,0
853,855,0.0588081065760316,0.036259920634918,0.000190636799999311,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1040,586,0.00605548469387917,0.0035395408163282,2.15400007164135e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
35,1044,0.0105991354875249,0.00653521825396445,3.43590000113636e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1042,1044,0.0232497165532677,0.0143353174603204,7.53682000009803e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
346,634,0.0178890306122298,0.0134460034013718,9.0707799998313e-05,6.5471520526,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
444,346,0.0188917233560166,0.01706349206348,0.000114382199996044,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
592,632,0.0133999433106547,0.0121031746031594,8.11315999982298e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
635,634,0.0178890306122298,0.0134460034013718,9.0707799998313e-05,6.5471520526,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
635,1310,0.0214126275510494,0.0160944586167733,0.000108574199998657,6.5471520526,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
957,956,0.0557964852604897,0.0503968253967537,0.00033782639999913,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
776,820,0.0131802721088535,0.0119047619047689,7.98013999911973e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
224,708,0.0206490929705234,0.0186507936507828,0.000125022399998898,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
222,202,0.010104875283454,0.00912698412697817,6.11810000066271e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1353,1354,0.00900651927437268,0.00813492063492106,5.45310000035215e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
510,1661,0.0256430697278948,0.0158110119047576,8.31265999963193e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1670,510,0.0162556689342385,0.0146825396825628,9.84217999970838e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
367,2,0.00439342403628066,0.00396825396825316,2.66005999947083e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
368,1550,0.0175736961451101,0.015873015873028,0.000106402000000116,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
346,633,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
883,885,0.0444479875282758,0.0274057539681903,0.000144086000002375,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
107,883,0.0129924886621405,0.00801091269840554,4.21173999995972e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
890,887,0.0123405612244846,0.00424107142856785,1.59603999989599e-05,4.6557525707,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
890,1603,0.00627976190476072,0.00367063492063349,2.23400007826058e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1678,1273,0.0887117346943003,0.0342687074829227,0.000144546999999662,5.2959185492,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1681,1678,0.0754145408164458,0.0259176587304889,9.75352000001095e-05,4.6557525707,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1680,1481,0.00897108843536951,0.00524376417233274,3.19199997989017e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1681,1680,0.00784970238095315,0.00458829365079249,2.79199994679402e-07,3.9282912316,0,0,1,2.78877450233251e-17,1,0,0,0,0,0,0,0,0,0,0
1682,1681,0.016820790816309,0.00983205782312885,5.98600003343108e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
997,94,0.00336415816326519,0.0019664115646256,1.1960003121203e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
998,997,0.00336415816326519,0.0019664115646256,1.1960003121203e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
806,998,0.0784970238095,0.0458829365080375,2.79300000016747e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
999,484,0.00891262755101662,0.00306299603174687,1.15269999980683e-05,4.6557525707,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
898,999,0.0179421768707578,0.0104875283446549,6.38400003083461e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
77,898,0.016820790816309,0.00983205782312885,5.98600003343108e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1235,78,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
537,643,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
784,894,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1254,226,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
963,318,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
230,231,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
96,537,0.000111016865079379,0.0004724114229025,2.34084000112489e-05,50.6313092069,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1520,814,0.00944586167800634,0.0161493764172502,0.000129251800004226,13.7344700837,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1632,815,0.00944586167800634,0.0161493764172502,0.000129251800004226,13.7344700837,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
625,1581,0.0034190759637193,0.00210813492063434,1.10834000111026e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
196,141,0.0108241213151138,0.0460600907029882,0.000253591199999903,16.877103069,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1194,203,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1295,204,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1397,211,0.000439342403628126,0.000726332199546509,2.83740018858225e-06,10.3590494699,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
196,1513,0.0213081065760508,0.0714852607709621,0.000344033800001142,15.0148020407,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1342,109,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1260,1468,0.0451318027210603,0.0278273809522762,0.000146302599997483,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1547,1546,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
961,357,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1572,1526,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
